请根据实际情况，替换speaker1或speaker2为教练或客户：
总时长：98:53
speaker1:          说话时长：3388秒,占比：68.32%  安静时长:659 秒。
speaker2:          说话时长：1571秒,占比：31.68%  安静时长:313 秒。
speaker1:          字节总数：19320,占比：66.20%
62:29  speaker1：啊1万1万1万。
62:37  speaker1：对，但是他说有1000来个人，那我我认识个一两百个应该可以吧。
62:59  speaker1：两个月。
63:09  speaker1：要啊嗯，
63:14  speaker1：会不会感到我是说是复习复习感统。
63:48  speaker1：两个月内你想想看，噢因为我只想做保险做两个月，我不想做把我自己家的就我最最信任你。Ok然后那些人我就撤了，我不想再走，我不想。
64:07  speaker1：他自己也说你想做就做，不想做。好的。
64:18  speaker1：我不知道唉我看别人做到。
64:49  speaker1：一个月，然后1万的目标，唉啊因为进入保险了，他也会给你一些给一些任务要去拜访谁，要去拜访一些人啊，什么拜访这个拜访。
65:17  speaker1：法律的啊。
65:28  speaker1：唉呀但是这个他这种小孩你的收入也是不稳定的，你这个月1万也许下个月才1000。
65:46  speaker1：我就是那个嘛总收入1万嘛总收入我就不讲不把它全部归到小孩，因为我自己的工资还有还有3000呢两两2600，我自己工资2600。
66:01  speaker1：然后小孩比我赚个7000 7400就行了，7400。
66:09  speaker1：听起来是有可能的是吧？
66:12  speaker1：那你必你必你必。
66:23  speaker1：对对对对对对对，他现在也是这样又想回去了，因为又觉得做不下去了，他。
66:38  speaker1：然后呢你。
66:58  speaker1：就是增加客户群。
67:11  speaker1：一个月增加300。我看一下，一天那里。第10个可以吗？可能不行，我不知道唉。
67:34  speaker1：一天呢是10个人。10个。可行的可行了，我听那个弟兄讲他们那些宝妈很多我不懂。
67:55  speaker1：对对。还有什么其他？
68:02  speaker1：你说今天客户群是吗？
68:17  speaker1：那你这家客户群你也得去介绍课，呀你也得去给他们推介绍课程啊，你猜他们在个人去购买。
68:35  speaker1：天津、就是你能够跟他们聊天，那不然你认识聊天，然后不让他反感你啊，然后。
68:54  speaker1：那自己的家就是做做装备，就是就是整个的这个客，我就要听听更多的课听课去装备。
69:06  speaker1：掌握你的学习。
69:16  speaker1：然后可能要有一对一的一对一的一对一的拜访，那么聊聊天吧，沟通。
69:40  speaker1：最有效就是能够看到他的需要吧。
69:45  speaker1：看到他的揪，第一眼他痛苦，他的他的孩子痛苦是什么？就是他很难那个男的一个低，不管是什么，然后我怎么样去去帮助到他，是的确是要帮助到他，不是说只是赚了钱拍拍屁股就嗯，嗯，就是的确是让他感觉到这个东西是有价值，他愿意付钱，我解决他的一些问题，解决比如说像有些孩子他的他他那个英语可是卡在自然拼读上面，自然拼那他的妈妈不一定知道，但是我们要把它看得出来，唉你还是应该要有自然拼读了，那你要接受一些自然拼读的特征，这个时候你要你要你要恰到好处啊，你不能又不能给太小的孩子学自然拼读，噢又又不能就是你也要看孩子的年龄和他的英语水平，嗯，是英文的，你要怎么怎么去让它能够重新愿意学英文，这些课程都是都是不一样的，有些中文已经很强势，母语很强势的孩子，你要你要你要怎么去让他爱上又重新学英文，这都都都都是要有不多用不同的课程去去帮助他的，所以就要了解他孩子的情况，要有要有聊天要有对话，呀然后又又又又又不会说感冒，很很很很别扭的就是很突兀的。
71:14  speaker1：嗯，
71:51  speaker1：一个是自己有底嘛，比如说英语学习这一块，我觉得对我也有底了嘛，因为你摸了不同过户嘛，我也卖了不少课，就英都不能跟雨有关的课程。
72:04  speaker1：知道后不会呀哪一哪一哪一些的孩子就是会比较有底嘛，所以可能想起来我就想起来，可能就就比较语气会比较坚定一点，比较比较不会心虚。嘛
72:21  speaker1：但是就是问你就是就是你要有全部谈过去，先不谈问题。
72:39  speaker1：有意义啊。
72:42  speaker1：有异议有异议。
72:50  speaker1：对，而且你会噢你会你会有意义，然后你会嗯，感觉觉得就是说他的孩子因为因为用对的课就有进步，你会感觉到真的是对孩子的时间啊，就是说能够能够能够帮助到这个孩子啊。但是比我比我现在比港股有底的就是英语英语学习这一块就是英语的规划，英语学习规划我现在比感动更有底，因为可以拿来就就用了，那赶着我还得再去复习。你硬的学习规划前规划路线呢是有一个路线图，是有一个路线的，好，那你感觉在这方面会更有底。
73:53  speaker1：我的选择我就是还是先去卖小孩的题课程吗？嗯，对吗？那卖同时我也我也在哈比哈比的那个群里面分享一些感统的东西。
74:13  speaker1：其他的去去那个保险公司换换人去。呀
74:43  speaker1：对对对。
74:47  speaker1：嗯，那你觉得。这嗯，
74:54  speaker1： Ha. 
74:59  speaker1：而且我觉得我遇到那种呃就是感觉对自己的孩子很很很很很痛苦很难受的这种妈妈，我感觉特别有劲。
75:11  speaker1：就是我可以给到他挺多，就是他们有的时候连基本的东西都那么嗯，我都不需要很高深的这种装备，我就稍微给他一点，他都够他用的就够够他那个嗯，就是我我我们现在有有我我都是组织跟妈妈学习小组，就是专门来讲孩子的这些生活中的这些点点滴滴的问题，就有一个有一个另外很有经验的姐妹在给我们做分享嘛，那在这当中我也得到了很多的这种成长，就是知道怎么去应对各种各样的孩子的状况吗？是实践性的，是实操的，不是说你书上学的那些那些理论，嗯，那我自己在学习也也也听到很多的案例嘛，这个家庭分享这样的孩子是这种款那种款，所以就感觉自己也不断有沉淀嘛，哈也也是有积累的，所以我感觉我走出去面对孩子的这些问题，其实无外乎也就是这一些东西，无外乎就是找得出什么吃饭睡觉的问题，啦专注力问题啊，大的青春期的就是那不顺服啊，他们不一定就好像听来听去就是听，嗯，平时都感觉自己有底嘛，不会觉得说好像很很很很难，而且后面还有还有靠山嘛，我们后面呀还有比我更厉害。你看你就问他们，就觉得好像是是是可以去服务这些人的。
76:36  speaker1：我留意到你按理说对，但是你能你去你去解决他这种生活问题是不赚不到钱，但是如果你让他买课程就可以就可以变现。就是你你就是但是又不就是但是卖课程也不能太功利了，所以我有时候也你觉得有的时候也不好意思去推课程，就是反正你不会赚钱的，反而很噢不是抱着这种盈利目的的，你反而会很有很很有很有激情，但是一一到卖课程，有的时候自己都会觉得不好意思，这个这个是我一个心理障碍啊。
77:29  speaker1：唉呀那其实就是就是就是硬着头就是就是还是要说嘛还是要介绍嘛，不管对方怎么想，我觉得就是说你就是做工的得工价，你你你你就去介绍这个课程的好处，至于要不要他自己决定呢，我应该要给对方压力，让他自己决定，我只是那我当做的嘛，我把这个课程介绍给他，他自己觉得值得买他就买，他不他不想买我也我给你就可以和他好。有好的关系。
78:13  speaker1：你如何在回顾我这几个月卖这个课程，我都我都觉得自己进步很多，以前以前根本就不敢怎么推，要不就推推小课都是几十块几十块的。现在我上千亿元的课我也敢敢敢敢跟大家讲，反正他买不买是他的事，但是我介绍归介绍。嘛
79:49  speaker1：有时候会觉得自己是不是都在里面发广告，在卖课，就觉得也好像也也心里面就是觉得会不会变成这样的一个群，所以有时候我自己也有一种思想负担，也不敢在里面在再多发就是看我的状态吧。就是
80:21  speaker1：对，就是说我我推我我我介绍我的那对方，他怎么想我，反正就是就是不会去不太受影响，但是我会觉得别人可能也不太有愿意看这些，跟自己没太关系，就是我会感觉到可能看的人也不多吧，就是说好像有点在自言自语啊，呵呵自卖自夸，呀就是自己自导自演嘛，就是会不会有。这种的这种这种这种啊所以自己也会感觉到有点没没力气了，就是后面可能也是买课的人也越来越少了嘛，因为其实买前一阵子可能大家都没有什么都都都都都有缺，所以现在有买卖的大家就不需要了，不需要你就也没有什么太多的人买课，我也自己也觉得也没没有没有啥劲了，当然跟前一阵子我们教会受冲击，整个家庭生活受影响也是什么？他去推，但是有有我自己有想6月份要再重新东山再起，再重新来来做，这个把这群经营好再来推课，但是又感觉说好像就这些人呢，你就这些人了，你你还能怎么卖？
81:34  speaker1：我就觉得好像也也没什么劲了。
82:11  speaker1：唉可能就是因为我自己有讲嘛讲出来的，那可能自己头脑里面就会有个一个概念吧，就是还是像之前那样就是去增加客户群啊，去看到别的就是这个群体之外的，就是我先对这个圈之外的其他妈妈们，类似这些妈妈们，然后看到他们的需要，然后然后成为我的客户，嗯，所以我的客户去服务他们。然后可能因为工作的原因，因为我们嗯，因为我们都如果都在做保险，都是如果都是保险的话，那我们还能面对面的这些群群里面的，说真的我还不能面对面，就像你你也是在群里面，但是我们没有面对面，对那那些妈妈们没准还能面对面的去一些交流，嗯，所以不知道我也不知道有什么会会会会会有什么样的结果了？嗯，
83:31  speaker1：就是去认识这些人，哪认识这些 my mom，唉但是说实在的，有时候呃人际交往也是需要花精力的，你去建立关系去跟她建立关系，就跟他介绍，其实真的也是需要花好多时间精力。嗯，
84:03  speaker1：唉那就是看到我的目标了。
84:20  speaker1：看到目标就是唉就是用月收入多少多少？嗯，嗯，对吧？月收入你要达到1万，你必须要卖多少课程，你要跟多少人去到这个课程，然后然后我来买，然后你才可以对吧？
85:10  speaker1：不是持续坚持啊就是就是就是想到自己的这个家庭经济的收入要努力啊。
85:27  speaker1：对。然后或者在当中或者在当中真的是看到一些孩子的问题，就是很渴望去帮助他们就投入进去。我就是这种意义感也会也会让我。
85:44  speaker1：那我还不知道。
86:41  speaker1：主要这两点吧，一个是你要你想要赚到的钱，还有你的这个一杆吧，我觉得主要就这两点啊。
87:10  speaker1：唉呀亲戚关系还行。那我就就清就就就这样子吧，就像刚才说的吧去保险公司认识人群，然后跟嗯，跟他们建立关系，然后然后在恰当的时候，嗯，恰当的时候推广课程。嗯，等一下先先不接，等一下再那个嗯，然后然后然后在群里面介绍感动，然后每天也花点直接来学感统嘛就是复习，嗯，每天花点时间来复习肝脏。
87:56  speaker1：或者笔记发到群里面来跟大家一起分享，就等于我边复习边带着大家一起学嘛，有兴趣的就就学嘛非常好，嗯，然后把这那那价值就更为有价值，因为要有价值输出嘛，不能只顾自己卖课，嗯，对吧？也要有价值输出，就是我就想把感统这个点作为价值输出，就是不知道自己的时间安排得过来吗？嗯，
88:44  speaker1：嗯，
89:03  speaker1：嗯，就是能够结合了那个收入和结合了收入和那个和和和意向吧。
89:28  speaker1：对于我的未来就朝这种家庭教育嗯，呃余额这种方向会更。
89:37  speaker1：更坚实的吧就更坚实。
89:44  speaker1：因为你在推广小阿姨的过程当中，你也不断的在在那个在滴滴里面的知识和经验，然后你又分享感那个感统的这些知识，你也是在复习着感统的这些嗯，
90:26  speaker1：嗯，
90:45  speaker1：可以吧，我觉得就差不多是这些了。那就是嗯，加入他们的保险公司，去保险公司上班，早上8点去打卡，然后到10点就可以。嗯，自由就可以就可以嗯，嗯，91:04【安静5秒】就是他他保险公司他只要早上一点时间嘛，两三个小时的时间，其它时间下午都是都是我的，正好我是可以腾出这个空呢，但是我主要已经是结使自己宝马，我的目的不是也不是以那个那个保险为目的。
91:50  speaker1：嗯，嗯，重要的去做的。就是唉呀我现在就是还有觉得就是说这个晚上的课程，晚上的内容太多了，我就觉得觉得怎么样聚焦也是个问。问题现在这个唉晚上就是就光关于这小哈皮的这些内容都很多。这些这些
92:32  speaker1：嗯，嗯，92:33【安静5秒】嗯，你你说。
92:46  speaker1：怎么就是
93:09  speaker1：对，那就是因为我的群很多，现在变得群很多，因为有很多的这个学习群啊，有一些那素材群啊，有有一天有一些就是我们团队的群啊唉呀就觉得你说公安看群你没推hook，看群里都花了一两个小时，就你要从这群里面学习获取你你要你要推广的一些东西，你就要花一个多小时，然后再去推广在去筛选，唉呀我觉得这些都很挺花时间的。所以这个时间就是要怎么样？有效好好利用，我觉得这个也是对我时间管理的一个一个操练吧，然后现在还有又有更升级的一些课程什么的，比如说你到了一定级别，他又要再帮助你再往上走，又有一些培训课程又得听啊，特别现在关于一些网络营销的，网络网络营销裂变的，怎么去裂变你的团队，这这个是一个很新型的一个一个营销方式，但是你你要去学用的话。
94:39  speaker1：啊该退的钱就退了吧。
94:49  speaker1：啊
95:04  speaker1：对，我想就是说有如果有那个什么有保险公司这些客户的话，我也不用去学什么网络，那个那那什么裂变裂变的那些课程的。因为他那个他那个课程又是就是很多网网络的那些那些那些推广都大咖又是大咖分享啊，怎么写文案啊，怎么写公众号啊，怎么抖音啊，怎么去做直播啊，哇这好像又离我挺远的。
95:41  speaker1：他在有的时候想跟上这个时代，噢但是又觉得这个这个好像呵不要太大了。
95:53  speaker1：嗯，有的真的就是想说跟时代不忙，现在这个时代就是要做这些，你不会你就去学。
96:17  speaker1：那就那就打入保险公司那一步。
96:23  speaker1： O k. 
96:28  speaker1：知道吗？
96:30  speaker1：没想到这里还有隐藏着这么多的这个宝妈宝妈群。
96:40  speaker1：但是我觉得很很搞笑，噢嗯，就通过这种方式去认识他们，有的说什么去小区，那小区那个去去认识那些小区在遛娃的那些宝妈去这样子认识，嗯，我觉得那这个保险公司这个不是更高效一点，密密度更高，嗯，嗯，嗯，嗯，很好!
97:23  speaker1：啊对。97:24【安静3秒】这样子嘛我就是一个就是要花时间学习感，统比如说每天每天看半小时的感统，然后做个半小时的笔记，然后发到群里来。嗯，
97:48  speaker1：每天可能要一个小时啊，就是复习一个小时的感动，然后做一个小时的笔记，然后发到发到群群里去分享。
98:02  speaker1：然后然后也要每天花花两个小时2~3个小时要去推课，嗯，不是就是整理就是就是就用在小花瓶身上吗？嗯，嗯，不知道够不够？
98:28  speaker1：嗯，
98:44  speaker1：差不多了吧。
